0001,02.08.2017,01,10,22,26,41,49,20,VisionL15,
0002,05.08.2017,11,19,24,35,46,47,10,BLISS,L22,
0003,09.08.2017,18,27,28,39,40,47,50,STARL16,
0004,12.08.2017,06,15,24,38,39,44,50,HopeL14,
0005,16.08.2017,13,16,17,23,24,47,40,VisionL13,
0006,19.08.2017,07,08,22,29,44,47,15,Bliss,L17,
0007,23.08.2017,03,14,20,38,39,48,06,VisionL12,
0008,26.08.2017,04,11,14,16,22,46,18,VisionL15,
0009,30.08.2017,08,20,26,27,39,46,43,x,x,
0010,02.09.2017,05,12,26,28,38,43,11,x,x,
0011,06.09.2017,07,19,27,30,48,52,11,HOPEL13,
0012,09.09.2017,09,11,19,23,26,51,08,RNG2RNG,
0013,13.09.2017,01,10,27,35,42,49,44,RNG2RNG,
0014,16.09.2017,16,17,20,27,36,43,31,RNG2RNG,
0015,20.09.2017,12,15,24,27,28,33,09,RNG2RNG,
0016,23.09.2017,01,11,24,30,46,48,50,RNG2RNG,
0017,27.09.2017,06,17,31,45,46,51,13,RNG2RNG,
0018,30.09.2017,18,20,24,25,26,37,41,RNG2RNG,
0019,04.10.2017,15,20,22,26,31,50,17,RNG2RNG,
0020,07.10.2017,10,14,22,34,40,43,33,RNG2RNG,
0021,11.10.2017,05,09,17,21,42,49,16,RNG2RNG,
0022,14.10.2017,02,20,21,44,51,52,42,RNG2RNG,
0023,18.10.2017,16,26,34,38,41,49,08,RNG2RNG,
0024,21.10.2017,09,15,26,31,32,40,10,RNG2RNG,
0025,25.10.2017,06,07,19,24,33,50,13,RNG2RNG,
0026,28.10.2017,11,16,23,39,48,49,06,RNG2RNG,
0027,01.11.2017,08,24,33,38,42,44,52,RNG2RNG,
0028,04.11.2017,02,16,22,32,36,50,28,RNG2RNG,
0029,08.11.2017,11,25,26,38,41,43,44,RNG2RNG,
0030,11.11.2017,01,02,03,21,29,37,23,RNG2RNG,
0031,15.11.2017,02,08,16,28,34,50,46,RNG2RNG,
0032,18.11.2017,17,18,19,24,32,50,38,RNG2RNG,
0033,22.11.2017,11,28,31,44,46,47,26,RNG2RNG,
0034,25.11.2017,12,13,28,32,35,40,06,RNG2RNG,
0035,29.11.2017,11,18,19,25,33,44,06,RNG2RNG,
0036,02.12.2017,12,22,25,31,35,47,06,RNG2RNG,
0037,06.12.2017,15,21,25,38,40,44,27,RNG2RNG,
0038,09.12.2017,02,03,19,29,42,52,01,RNG2RNG,
0039,13.12.2017,10,15,28,30,32,42,24,RNG2RNG,
0040,16.12.2017,07,12,28,33,46,49,18,RNG2RNG,
0041,20.12.2017,07,24,29,30,44,49,50,RNG2RNG,
0042,23.12.2017,02,09,13,17,42,49,43,RNG2RNG,
0043,27.12.2017,09,10,22,36,37,40,11,x,x,
0044,30.12.2017,01,04,37,38,41,44,20,RNG2RNG,
0045,03.01.2018,23,24,40,46,48,50,22,RNG2RNG,
0046,06.01.2018,03,09,22,27,33,49,14,RNG2RNG,
0047,10.01.2018,17,30,35,39,50,51,28,RNG2RNG,
0048,13.01.2018,14,24,35,36,46,50,19,RNG2RNG,
0049,17.01.2018,15,19,29,31,34,35,48,RNG2RNG,
0050,20.01.2018,06,11,24,31,36,38,47,RNG2RNG,
0051,24.01.2018,02,07,18,33,36,46,50,RNG2RNG,
0052,27.01.2018,12,13,24,34,46,52,03,RNG2RNG,
0053,31.01.2018,12,15,22,35,46,51,14,RNG2RNG,
0054,03.02.2018,08,16,23,29,33,40,38,RNG2RNG,
0055,07.02.2018,03,07,22,24,28,51,35,RNG2RNG,
0056,10.02.2018,02,04,18,21,42,51,49,RNG2RNG,
0057,14.02.2018,05,16,20,36,37,40,35,RNG2RNG,
0058,17.02.2018,18,20,28,32,44,46,29,RNG2RNG,
0059,21.02.2018,04,15,21,28,39,48,33,RNG2RNG,
0060,24.02.2018,02,06,16,21,22,23,29,RNG2RNG,
0061,28.02.2018,13,14,35,36,45,48,25,RNG2RNG,
0062,03.03.2018,03,07,11,18,34,45,02,RNG2RNG,
0063,07.03.2018,03,08,13,24,26,30,12,RNG2RNG,
0064,10.03.2018,24,26,35,38,39,41,19,RNG2RNG,
0065,14.03.2018,05,11,21,32,43,45,44,RNG2RNG,
0066,17.03.2018,03,08,21,32,36,39,10,RNG2RNG,
0067,21.03.2018,02,07,08,13,31,49,21,RNG2RNG,
0068,24.03.2018,03,09,29,31,34,50,51,RNG2RNG,
0069,28.03.2018,02,09,37,38,46,49,13,RNG2RNG,
0070,31.03.2018,04,17,25,30,44,50,32,RNG2RNG,
0071,04.04.2018,13,18,20,22,41,47,51,RNG2RNG,
0072,07.04.2018,02,07,37,40,48,49,34,RNG2RNG,
0073,11.04.2018,02,11,20,38,40,51,30,RNG2RNG,
0074,14.04.2018,18,26,30,34,41,43,06,RNG2RNG,
0076,18.04.2018,03,07,15,16,44,52,43,RNG2RNG,
0077,21.04.2018,01,03,09,13,17,37,16,RNG2RNG,
0078,25.04.2018,07,13,14,30,34,46,24,RNG2RNG,
0079,28.04.2018,05,06,14,16,26,40,28,RNG2RNG,
0080,02.05.2018,03,06,18,24,29,35,46,RNG2RNG,
0081,05.05.2018,06,09,13,36,39,46,32,RNG2RNG,
0082,09.05.2018,05,08,10,13,22,40,01,RNG2RNG,
0083,12.05.2018,01,04,22,27,28,38,50,RNG2RNG,
0084,16.05.2018,08,27,35,43,44,50,11,RNG2RNG,
0085,19.05.2018,06,09,30,36,38,44,11,RNG2RNG,
0086,23.05.2018,20,23,28,31,45,51,09,RNG2RNG,
0087,26.05.2018,04,09,17,26,32,39,28,RNG2RNG,
0088,30.05.2018,02,06,16,28,35,47,01,RNG2RNG,
0089,02.06.2018,19,26,33,38,41,42,09,RNG2RNG,
0090,06.06.2018,01,05,13,18,36,45,02,RNG2RNG,
0091,09.06.2018,08,18,23,30,41,52,11,RNG2RNG,
0092,13.06.2018,15,24,29,34,36,40,16,RNG2RNG,
0093,16.06.2018,09,15,16,20,26,28,45,RNG2RNG,
0094,20.06.2018,04,11,12,16,23,37,21,RNG2RNG,
0095,23.06.2018,20,29,38,44,48,50,17,RNG2RNG,
0096,27.06.2018,01,10,18,19,21,33,39,RNG2RNG,
0097,30.06.2018,04,06,09,11,18,41,01,RNG2RNG,
0098,04.07.2018,13,23,24,25,33,34,37,RNG2RNG,
0099,07.07.2018,17,27,36,37,41,50,19,RNG2RNG,
0100,11.07.2018,08,27,28,39,42,46,11,RNG2RNG,
0101,14.07.2018,12,18,25,29,32,48,03,RNG2RNG,
0102,18.07.2018,05,17,21,27,32,49,10,RNG2RNG,
0103,21.07.2018,01,03,11,22,33,40,38,RNG2RNG,
0104,25.07.2018,16,20,32,33,42,52,38,RNG2RNG,
0105,28.07.2018,09,13,29,40,47,48,03,RNG2RNG,
0106,01.08.2018,09,13,23,25,26,45,44,RNG2RNG,
0107,04.08.2018,02,12,20,26,28,47,05,RNG2RNG,
0108,08.08.2018,07,17,30,36,40,50,35,RNG2RNG,
0109,11.08.2018,06,11,14,40,46,52,17,RNG2RNG,
0110,15.08.2018,09,16,23,24,26,46,14,x,x,
0111,18.08.2018,02,28,30,31,33,40,42,x,x,
0112,22.08.2018,06,11,17,19,33,44,35,x,x,
0113,25.08.2018,12,36,37,39,42,50,28,x,x,
0114,29.08.2018,01,31,32,41,42,47,38,x,x,
0115,01.09.2018,13,14,16,26,27,42,43,x,x,
0116,05.09.2018,16,28,36,41,48,49,06,x,x,
0117,08.09.2018,01,10,18,31,36,52,21,x,x,
0118,12.09.2018,05,08,10,34,46,49,38,x,x,
0119,15.09.2018,18,25,30,38,41,52,50,x,x,
0120,19.09.2018,12,25,26,45,47,49,14,x,x,
0121,22.09.2018,28,31,38,39,48,51,49,x,x,
0122,26.09.2018,06,24,30,31,37,48,41,x,x,
0123,29.09.2018,08,13,18,21,33,39,28,x,x,
0124,03.10.2018,16,22,34,36,41,52,39,x,x,
0125,06.10.2018,01,20,33,34,50,51,10,x,x,
0126,10.10.2018,05,09,22,38,40,43,42,x,x,
0127,13.10.2018,05,07,11,12,24,40,36,x,x,
0128,17.10.2018,09,22,31,36,45,49,08,x,x,
0129,20.10.2018,09,13,23,26,47,51,22,x,x,
0130,24.10.2018,12,25,26,31,37,51,05,x,x,
0131,27.10.2018,02,04,20,22,28,49,52,x,x,
0132,31.10.2018,14,15,22,29,34,45,37,x,x,
0133,03.11.2018,03,28,29,33,43,48,47,x,x,
0134,07.11.2018,08,15,32,33,35,42,47,x,x,
0135,10.11.2018,31,35,43,44,48,51,45,x,x,
0136,14.11.2018,19,29,45,48,50,51,03,x,x,
0137,17.11.2018,11,13,16,24,41,49,44,x,x,
0138,21.11.2018,05,06,16,18,24,34,46,x,x,
0139,24.11.2018,05,12,14,16,24,47,03,x,x,
0140,28.11.2018,08,09,11,14,16,46,34,x,x,
0141,01.12.2018,04,09,15,33,36,45,28,x,x,
0142,05.12.2018,15,20,35,38,40,50,34,x,x,
0143,08.12.2018,01,04,10,27,46,49,31,x,x,
0144,12.12.2018,10,11,27,33,41,42,26,x,x,
0145,15.12.2018,03,25,26,27,40,43,47,x,x,
0146,19.12.2018,15,18,20,23,44,45,36,x,x,
0147,22.12.2018,08,09,15,18,42,45,11,x,x,
0148,26.12.2018,05,13,28,33,38,42,30,x,x,
0149,29.12.2018,05,08,17,21,33,47,40,x,x,
0150,02.01.2019,01,22,28,41,46,47,45,x,x,
0151,05.01.2019,12,15,16,21,45,51,50,x,x,
0152,09.01.2019,01,12,19,33,44,48,25,x,x,
0153,12.01.2019,16,22,27,43,47,51,25,x,x,
0154,16.01.2019,02,03,12,35,45,48,22,x,x,
0155,19.01.2019,06,07,11,45,48,49,12,x,x,
0156,23.01.2019,12,20,29,31,35,38,48,x,x,
0157,26.01.2019,02,24,36,38,43,51,08,x,x,
0158,30.01.2019,14,15,23,26,34,45,21,x,x,
0159,02.02.2019,08,12,28,39,42,48,45,x,x,
0160,06.02.2019,15,21,32,35,48,52,05,x,x,
0161,09.02.2019,01,04,15,36,47,48,50,x,x,
0162,13.02.2019,11,18,20,24,37,45,27,x,x,
0163,16.02.2019,01,07,08,22,23,37,43,x,x,
0164,20.02.2019,02,08,24,27,40,50,46,x,x,
0165,23.02.2019,01,03,04,18,19,33,34,x,x,
0166,27.02.2019,04,09,14,17,25,27,20,x,x,
0167,02.03.2019,04,06,18,25,34,36,14,x,x,
0168,06.03.2019,03,05,11,15,18,32,13,x,x,
0169,09.03.2019,11,14,15,24,50,51,01,x,x,
0170,13.03.2019,08,14,23,31,33,45,35,x,x,
0171,16.03.2019,07,13,17,30,44,48,23,x,x,
0172,20.03.2019,11,12,16,34,46,51,20,x,x,
0173,23.03.2019,23,24,26,28,30,32,50,x,x,
0174,27.03.2019,03,34,37,40,44,46,33,x,x,
0175,30.03.2019,03,30,39,44,45,50,37,x,x,
0176,03.04.2019,05,15,23,35,37,46,38,x,x,
0177,06.04.2019,09,24,31,33,36,52,49,x,x,
0178,10.04.2019,11,31,36,38,40,51,05,x,x,
0179,13.04.2019,11,21,32,39,47,48,26,x,x,
0180,17.04.2019,03,08,19,23,38,45,16,x,x,
0181,20.04.2019,19,20,39,42,49,50,12,x,x,
0182,24.04.2019,02,07,10,15,19,30,21,x,x,
0183,27.04.2019,01,07,24,32,37,46,40,x,x,
0184,01.05.2019,13,21,24,29,40,48,46,x,x,
0185,04.05.2019,04,11,16,17,38,52,36,x,x,
0186,08.05.2019,06,08,20,41,49,51,52,x,x,
0187,11.05.2019,07,11,15,16,20,33,18,x,x,
0188,15.05.2019,14,19,26,31,34,45,01,x,x,
0189,18.05.2019,07,10,25,31,34,45,40,x,x,
0190,22.05.2019,09,19,21,26,28,44,24,x,x,
0191,25.05.2019,09,10,11,15,22,29,34,x,x,
0192,29.05.2019,02,19,28,37,41,43,18,x,x,
0193,01.06.2019,12,19,38,41,43,51,37,x,x,
0194,05.06.2019,06,11,20,25,26,48,37,x,x,
0195,08.06.2019,13,16,23,28,32,43,06,x,x,
0196,12.06.2019,25,33,37,41,44,46,20,x,x,
0197,15.06.2019,13,28,35,47,51,52,12,x,x,
0198,19.06.2019,03,21,23,36,40,51,48,x,x,
0199,22.06.2019,05,09,12,21,28,35,17,x,x,
0200,26.06.2019,09,21,32,38,45,50,42,x,x,
0201,29.06.2019,11,19,20,32,37,41,39,x,x,
0202,03.07.2019,03,05,23,28,34,41,21,x,x,
0203,06.07.2019,05,08,13,32,33,47,12,x,x,
0204,10.07.2019,05,07,20,27,38,45,01,x,x,
0205,13.07.2019,15,17,25,40,42,50,03,x,x,
0206,17.07.2019,18,22,32,38,47,50,41,x,x,
0207,20.07.2019,04,26,30,47,49,50,44,x,x,
0208,24.07.2019,02,12,15,29,37,38,30,x,x,
0209,27.07.2019,02,07,21,33,43,51,44,x,x,
0210,31.07.2019,14,15,16,18,20,35,42,x,x,
0211,03.08.2019,08,12,32,35,37,43,21,x,x,
0212,07.08.2019,16,29,31,47,48,50,52,x,x,
0213,10.08.2019,07,24,32,35,42,46,21,x,x,
0214,14.08.2019,02,04,10,17,32,41,01,x,x,
0215,17.08.2019,02,13,17,36,44,45,23,x,x,
0216,21.08.2019,02,15,20,28,37,43,24,x,x,
0217,24.08.2019,04,33,34,38,44,48,22,x,x,
0218,28.08.2019,09,16,26,39,42,45,03,x,x,
0219,31.08.2019,07,09,27,30,35,40,51,x,x,
0220,04.09.2019,08,12,14,22,43,45,39,x,x,
0221,07.09.2019,03,25,33,34,47,49,15,x,x,
0222,11.09.2019,01,12,20,24,42,48,38,x,x,
0223,14.09.2019,08,24,26,33,35,46,29,x,x,
0224,18.09.2019,01,11,18,21,29,49,15,x,x,
0225,21.09.2019,14,27,30,35,43,52,05,x,x,
0226,25.09.2019,04,10,32,34,42,52,39,x,x,
0227,28.09.2019,03,05,18,20,36,38,46,x,x,
0228,02.10.2019,01,23,24,25,46,47,42,x,x,
0229,05.10.2019,08,10,22,26,38,51,34,x,x,
0230,09.10.2019,03,22,24,31,49,52,02,x,x,
0231,12.10.2019,18,30,31,32,38,44,10,x,x,
0232,16.10.2019,06,08,15,19,22,50,13,x,x,
0233,19.10.2019,04,06,26,37,42,50,52,x,x,
0234,23.10.2019,03,07,12,16,27,46,25,x,x,
0235,26.10.2019,04,21,29,44,45,51,46,x,x,
0236,30.10.2019,03,04,16,35,49,50,29,x,x,
0237,02.11.2019,03,06,28,43,45,51,25,x,x,
0238,06.11.2019,01,05,07,18,21,52,22,x,x,
0239,09.11.2019,08,16,34,41,42,52,32,x,x,
0240,13.11.2019,04,05,29,32,33,40,34,x,x,
0241,16.11.2019,10,13,17,21,30,40,38,x,x,
0242,20.11.2019,10,12,24,32,37,51,45,x,x,
0243,23.11.2019,01,07,23,28,37,50,34,x,x,
0244,27.11.2019,18,20,23,28,34,41,47,x,x,
0245,30.11.2019,21,22,26,32,44,50,30,x,x,
0246,04.12.2019,12,20,22,33,38,49,06,x,x,
0247,07.12.2019,02,07,08,29,30,31,26,x,x,
0248,11.12.2019,26,31,39,44,46,51,18,x,x,
0249,14.12.2019,14,18,21,26,37,39,47,x,x,
0250,18.12.2019,09,12,18,26,38,50,25,x,x,
0251,21.12.2019,03,21,30,42,46,51,16,x,x,
0252,28.12.2019,02,09,11,29,35,39,23,x,x,
0253,01.01.2020,12,23,24,28,43,49,14,x,x,
0254,04.01.2020,01,04,10,21,39,43,06,x,x,
0255,08.01.2020,02,06,09,23,27,44,15,x,x,
0256,11.01.2020,25,28,31,34,43,44,52,x,x,
0257,15.01.2020,07,10,17,23,35,37,30,x,x,
0258,18.01.2020,05,06,13,17,47,50,42,x,x,
0259,22.01.2020,10,14,26,30,40,50,38,x,x,
0260,25.01.2020,02,04,10,11,16,17,52,x,x,
0261,29.01.2020,17,18,20,34,36,47,08,x,x,
0262,01.02.2020,01,07,08,18,25,38,03,x,x,
0263,05.02.2020,05,19,26,28,33,42,36,x,x,
0264,08.02.2020,09,10,12,13,22,42,05,x,x,
0265,12.02.2020,06,17,28,43,46,50,51,x,x,
0266,15.02.2020,03,11,13,18,39,48,23,x,x,
0267,19.02.2020,12,26,35,40,42,49,17,x,x,
0268,22.02.2020,02,10,17,22,37,44,33,x,x,
0269,26.02.2020,06,11,12,24,27,50,22,x,x,
0270,29.02.2020,07,16,32,40,47,51,14,x,x,
0271,04.03.2020,03,08,09,32,33,45,26,x,x,
0272,07.03.2020,08,17,21,34,44,50,47,x,x,
0273,11.03.2020,05,11,30,39,40,51,02,x,x,
0274,14.03.2020,12,25,26,29,37,51,20,x,x,
0275,18.03.2020,03,08,34,37,42,50,41,x,x,
0276,21.03.2020,21,25,35,40,42,51,22,x,x,
0277,25.03.2020,18,19,23,29,33,44,07,x,x,
0278,28.03.2020,07,11,20,21,24,48,17,x,x,
0279,01.04.2020,01,07,13,23,33,40,25,x,x,
0280,04.04.2020,03,12,20,31,36,52,43,x,x,
0281,08.04.2020,07,23,27,40,44,50,41,x,x,
0282,11.04.2020,17,22,25,39,43,44,31,x,x,
0283,15.04.2020,16,18,22,35,38,50,24,x,x,
0284,18.04.2020,04,15,16,20,43,47,45,x,x,
0285,22.04.2020,05,09,17,29,39,45,24,x,x,
0286,25.04.2020,08,10,18,31,35,36,02,x,x,
0287,29.04.2020,37,44,47,48,50,52,43,x,x,
0288,02.05.2020,07,10,30,36,41,43,52,x,x,
0289,06.05.2020,01,05,14,29,35,50,39,x,x,
0290,09.05.2020,08,16,19,26,41,43,13,x,x,
0291,13.05.2020,14,20,32,34,44,50,18,x,x,
0292,16.05.2020,03,11,21,31,35,39,51,x,x,
0293,20.05.2020,01,11,22,25,34,43,50,x,x,
0294,23.05.2020,02,06,09,33,34,40,28,x,x,
0295,27.05.2020,04,08,14,20,29,45,01,x,x,
0296,30.05.2020,01,20,26,36,42,48,11,x,x,
0297,03.06.2020,04,16,27,38,45,47,36,x,x,
0298,06.06.2020,09,14,15,21,24,38,12,x,x,
0299,10.06.2020,07,12,17,21,30,47,41,x,x,
0300,13.06.2020,07,10,12,23,33,34,22,x,x,
0301,17.06.2020,08,14,18,29,34,41,06,x,x,
0302,20.06.2020,16,17,19,38,49,50,02,x,x,
0303,24.06.2020,10,26,36,43,44,46,51,x,x,
0304,27.06.2020,15,23,26,29,33,50,31,x,x,
0305,01.07.2020,03,28,33,36,51,52,07,x,x,
0306,04.07.2020,03,07,23,25,27,37,20,x,x,
0307,08.07.2020,11,22,28,32,35,48,38,x,x,
0308,11.07.2020,14,30,36,39,43,44,37,x,x,
0309,15.07.2020,15,18,23,28,46,50,08,x,x,
0310,18.07.2020,20,29,32,38,48,50,46,x,x,
0311,22.07.2020,10,11,14,28,40,44,51,x,x,
0312,25.07.2020,09,12,13,20,31,37,45,x,x,
0313,29.07.2020,08,18,38,40,45,46,13,x,x,
0314,01.08.2020,10,18,23,27,34,46,35,x,x,
0315,05.08.2020,10,12,15,21,34,37,40,x,x,
0316,08.08.2020,03,07,11,25,43,50,24,x,x,
0317,12.08.2020,03,15,20,24,34,49,08,x,x,
0318,15.08.2020,01,16,22,40,45,48,08,x,x,
0319,19.08.2020,03,18,23,35,43,47,21,x,x,
0320,22.08.2020,06,09,23,31,41,52,37,x,x,
0321,26.08.2020,12,15,18,39,44,45,52,x,x,
0322,29.08.2020,10,13,29,30,42,49,19,x,x,
0323,02.09.2020,18,26,27,43,49,50,25,x,x,
0324,05.09.2020,23,33,35,36,38,42,02,x,x,
0325,09.09.2020,06,13,22,30,40,51,28,x,x,
0326,12.09.2020,06,14,28,32,34,46,16,x,x,
0327,16.09.2020,03,09,11,18,38,40,17,x,x,
0328,19.09.2020,02,05,24,32,38,42,52,x,x,
0329,23.09.2020,03,09,17,39,40,50,12,x,x,
0330,26.09.2020,04,17,18,25,27,45,20,x,x,
0331,30.09.2020,03,17,31,44,49,50,22,x,x,
0332,03.10.2020,03,07,21,27,30,45,19,x,x,
0333,07.10.2020,10,14,22,32,44,49,11,x,x,
0334,10.10.2020,12,15,35,44,45,52,18,x,x,
0335,14.10.2020,05,08,11,15,18,29,40,x,x,
0336,17.10.2020,10,11,14,27,31,50,01,x,x,
0337,21.10.2020,01,12,28,30,40,48,07,x,x,
0338,24.10.2020,20,24,33,37,38,49,16,x,x,
0339,28.10.2020,03,04,06,10,18,42,44,x,x,
0340,31.10.2020,09,19,28,29,43,51,26,x,x,
0341,04.11.2020,03,13,18,20,31,41,01,x,x,
0342,07.11.2020,08,10,18,27,35,41,31,x,x,
0343,11.11.2020,05,15,22,29,31,42,35,x,x,
0344,14.11.2020,19,25,36,37,45,51,03,x,x,
0345,18.11.2020,03,05,08,15,22,49,23,x,x,
0346,21.11.2020,04,07,17,33,35,38,23,x,x,
0347,25.11.2020,02,04,06,13,36,42,25,x,x,
0348,28.11.2020,24,31,32,35,39,50,28,x,x,
0349,02.12.2020,06,09,24,33,36,44,42,x,x,
0350,05.12.2020,02,17,21,26,34,39,09,x,x,
0351,09.12.2020,07,09,20,29,35,46,24,x,x,
0352,12.12.2020,11,13,27,37,40,42,30,x,x,
